id,,lablel
61999,0,6
62000,0,0
62001,0,8
62002,0,4
62003,0,1
62004,0,3
62005,0,8
62006,0,8
62007,0,0
62008,0,7
62009,0,5
62010,0,6
62011,0,6
62012,0,7
62013,0,3
62014,0,3
62015,0,2
62016,0,4
62017,0,2
62018,0,5
62019,0,5
62020,0,4
62021,0,2
62022,0,3
62023,0,7
62024,0,1
62025,0,1
62026,0,7
62027,0,3
62028,0,8
62029,0,7
62030,0,2
62031,0,2
62032,0,9
62033,0,3
62034,0,9
62035,0,9
62036,0,0
62037,0,1
62038,0,7
62039,0,1
62040,0,4
62041,0,8
62042,0,1
62043,0,4
62044,0,9
62045,0,3
62046,0,4
62047,0,0
62048,0,0
62049,0,7
62050,0,6
62051,0,9
62052,0,9
62053,0,5
62054,0,5
62055,0,7
62056,0,0
62057,0,9
62058,0,3
62059,0,3
62060,0,6
62061,0,9
62062,0,8
62063,0,4
62064,0,2
62065,0,6
62066,0,3
62067,0,9
62068,0,4
62069,0,3
62070,0,6
62071,0,7
62072,0,4
62073,0,0
62074,0,3
62075,0,8
62076,0,1
62077,0,8
62078,0,7
62079,0,3
62080,0,4
62081,0,5
62082,0,2
62083,0,2
62084,0,9
62085,0,1
62086,0,9
62087,0,4
62088,0,9
62089,0,1
62090,0,6
62091,0,2
62092,0,8
62093,0,8
62094,0,7
62095,0,7
62096,0,7
62097,0,7
62098,0,2
62099,0,6
62100,0,0
62101,0,7
62102,0,5
62103,0,8
62104,0,5
62105,0,6
62106,0,0
62107,0,2
62108,0,4
62109,0,9
62110,0,2
62111,0,4
62112,0,1
62113,0,1
62114,0,9
62115,0,3
62116,0,1
62117,0,2
62118,0,2
62119,0,2
62120,0,3
62121,0,7
62122,0,5
62123,0,7
62124,0,4
62125,0,4
62126,0,4
62127,0,1
62128,0,2
62129,0,3
62130,0,5
62131,0,4
62132,0,2
62133,0,9
62134,0,1
62135,0,5
62136,0,9
62137,0,3
62138,0,6
62139,0,6
62140,0,4
62141,0,0
62142,0,1
62143,0,7
62144,0,7
62145,0,4
62146,0,6
62147,0,7
62148,0,7
62149,0,3
62150,0,0
62151,0,4
62152,0,3
62153,0,2
62154,0,7
62155,0,8
62156,0,7
62157,0,2
62158,0,8
62159,0,0
62160,0,8
62161,0,7
62162,0,4
62163,0,4
62164,0,2
62165,0,7
62166,0,0
62167,0,9
62168,0,9
62169,0,3
62170,0,1
62171,0,5
62172,0,9
62173,0,3
62174,0,1
62175,0,0
62176,0,3
62177,0,3
62178,0,5
62179,0,9
62180,0,7
62181,0,9
62182,0,8
62183,0,3
62184,0,5
62185,0,9
62186,0,3
62187,0,7
62188,0,9
62189,0,3
62190,0,4
62191,0,6
62192,0,6
62193,0,5
62194,0,7
62195,0,7
62196,0,2
62197,0,3
62198,0,5
62199,0,3
62200,0,1
62201,0,1
62202,0,9
62203,0,4
62204,0,3
62205,0,9
62206,0,5
62207,0,5
62208,0,7
62209,0,2
62210,0,4
62211,0,9
62212,0,0
62213,0,2
62214,0,1
62215,0,9
62216,0,7
62217,0,1
62218,0,5
62219,0,0
62220,0,5
62221,0,5
62222,0,2
62223,0,3
62224,0,5
62225,0,0
62226,0,3
62227,0,3
62228,0,7
62229,0,4
62230,0,2
62231,0,6
62232,0,8
62233,0,5
62234,0,9
62235,0,2
62236,0,1
62237,0,0
62238,0,5
62239,0,5
62240,0,8
62241,0,5
62242,0,3
62243,0,7
62244,0,4
62245,0,4
62246,0,3
62247,0,9
62248,0,6
62249,0,0
62250,0,0
62251,0,9
62252,0,1
62253,0,4
62254,0,3
62255,0,1
62256,0,5
62257,0,3
62258,0,8
62259,0,5
62260,0,1
62261,0,1
62262,0,2
62263,0,9
62264,0,4
62265,0,0
62266,0,5
62267,0,2
62268,0,8
62269,0,0
62270,0,2
62271,0,9
62272,0,8
62273,0,4
62274,0,4
62275,0,8
62276,0,3
62277,0,8
62278,0,0
62279,0,4
62280,0,0
62281,0,6
62282,0,4
62283,0,8
62284,0,5
62285,0,4
62286,0,9
62287,0,0
62288,0,9
62289,0,5
62290,0,8
62291,0,0
62292,0,9
62293,0,1
62294,0,2
62295,0,7
62296,0,2
62297,0,1
62298,0,6
62299,0,6
62300,0,6
62301,0,6
62302,0,5
62303,0,0
62304,0,4
62305,0,8
62306,0,5
62307,0,5
62308,0,2
62309,0,0
62310,0,3
62311,0,8
62312,0,3
62313,0,3
62314,0,1
62315,0,9
62316,0,2
62317,0,9
62318,0,7
62319,0,2
62320,0,6
62321,0,4
62322,0,8
62323,0,3
62324,0,4
62325,0,8
62326,0,5
62327,0,2
62328,0,8
62329,0,3
62330,0,3
62331,0,1
62332,0,4
62333,0,4
62334,0,0
62335,0,4
62336,0,9
62337,0,0
62338,0,4
62339,0,1
62340,0,9
62341,0,9
62342,0,8
62343,0,1
62344,0,8
62345,0,8
62346,0,3
62347,0,3
62348,0,3
62349,0,8
62350,0,5
62351,0,9
62352,0,6
62353,0,6
62354,0,8
62355,0,7
62356,0,0
62357,0,3
62358,0,0
62359,0,0
62360,0,2
62361,0,5
62362,0,7
62363,0,5
62364,0,0
62365,0,7
62366,0,9
62367,0,1
62368,0,6
62369,0,4
62370,0,8
62371,0,9
62372,0,3
62373,0,5
62374,0,6
62375,0,0
62376,0,4
62377,0,6
62378,0,7
62379,0,8
62380,0,9
62381,0,1
62382,0,8
62383,0,2
62384,0,5
62385,0,5
62386,0,3
62387,0,1
62388,0,1
62389,0,8
62390,0,8
62391,0,3
62392,0,0
62393,0,7
62394,0,0
62395,0,1
62396,0,8
62397,0,1
62398,0,0
62399,0,4
62400,0,9
62401,0,8
62402,0,9
62403,0,8
62404,0,8
62405,0,6
62406,0,9
62407,0,1
62408,0,8
62409,0,4
62410,0,2
62411,0,7
62412,0,7
62413,0,0
62414,0,5
62415,0,1
62416,0,1
62417,0,0
62418,0,6
62419,0,4
62420,0,3
62421,0,0
62422,0,4
62423,0,3
62424,0,5
62425,0,1
62426,0,6
62427,0,3
62428,0,3
62429,0,4
62430,0,4
62431,0,5
62432,0,0
62433,0,9
62434,0,8
62435,0,3
62436,0,3
62437,0,1
62438,0,0
62439,0,2
62440,0,1
62441,0,4
62442,0,4
62443,0,4
62444,0,8
62445,0,4
62446,0,9
62447,0,0
62448,0,9
62449,0,9
62450,0,5
62451,0,0
62452,0,0
62453,0,0
62454,0,5
62455,0,0
62456,0,3
62457,0,9
62458,0,8
62459,0,3
62460,0,6
62461,0,1
62462,0,9
62463,0,6
62464,0,1
62465,0,0
62466,0,4
62467,0,5
62468,0,4
62469,0,1
62470,0,2
62471,0,8
62472,0,5
62473,0,9
62474,0,4
62475,0,5
62476,0,3
62477,0,3
62478,0,8
62479,0,3
62480,0,0
62481,0,6
62482,0,8
62483,0,9
62484,0,0
62485,0,5
62486,0,0
62487,0,2
62488,0,2
62489,0,9
62490,0,3
62491,0,2
62492,0,2
62493,0,8
62494,0,5
62495,0,9
62496,0,2
62497,0,3
62498,0,1
62499,0,6
62500,0,3
62501,0,2
62502,0,2
62503,0,7
62504,0,2
62505,0,1
62506,0,2
62507,0,6
62508,0,4
62509,0,0
62510,0,4
62511,0,8
62512,0,5
62513,0,0
62514,0,8
62515,0,5
62516,0,2
62517,0,7
62518,0,8
62519,0,1
62520,0,5
62521,0,9
62522,0,8
62523,0,6
62524,0,9
62525,0,0
62526,0,9
62527,0,3
62528,0,9
62529,0,5
62530,0,9
62531,0,9
62532,0,6
62533,0,0
62534,0,7
62535,0,1
62536,0,5
62537,0,5
62538,0,9
62539,0,5
62540,0,4
62541,0,4
62542,0,2
62543,0,4
62544,0,5
62545,0,9
62546,0,7
62547,0,4
62548,0,2
62549,0,2
62550,0,9
62551,0,9
62552,0,4
62553,0,2
62554,0,1
62555,0,3
62556,0,7
62557,0,1
62558,0,8
62559,0,7
62560,0,9
62561,0,1
62562,0,8
62563,0,9
62564,0,3
62565,0,7
62566,0,7
62567,0,7
62568,0,1
62569,0,7
62570,0,4
62571,0,4
62572,0,6
62573,0,2
62574,0,4
62575,0,5
62576,0,2
62577,0,8
62578,0,9
62579,0,6
62580,0,8
62581,0,0
62582,0,0
62583,0,7
62584,0,7
62585,0,5
62586,0,0
62587,0,1
62588,0,9
62589,0,6
62590,0,6
62591,0,4
62592,0,9
62593,0,2
62594,0,2
62595,0,6
62596,0,7
62597,0,1
62598,0,0
62599,0,5
62600,0,8
62601,0,7
62602,0,2
62603,0,8
62604,0,2
62605,0,3
62606,0,6
62607,0,1
62608,0,7
62609,0,4
62610,0,8
62611,0,7
62612,0,4
62613,0,1
62614,0,7
62615,0,8
62616,0,6
62617,0,4
62618,0,4
62619,0,4
62620,0,4
62621,0,1
62622,0,8
62623,0,6
62624,0,7
62625,0,2
62626,0,9
62627,0,6
62628,0,5
62629,0,2
62630,0,3
62631,0,3
62632,0,8
62633,0,8
62634,0,2
62635,0,0
62636,0,7
62637,0,2
62638,0,4
62639,0,0
62640,0,4
62641,0,1
62642,0,6
62643,0,8
62644,0,1
62645,0,7
62646,0,7
62647,0,2
62648,0,6
62649,0,3
62650,0,1
62651,0,2
62652,0,7
62653,0,2
62654,0,6
62655,0,0
62656,0,6
62657,0,2
62658,0,7
62659,0,2
62660,0,8
62661,0,3
62662,0,2
62663,0,3
62664,0,0
62665,0,9
62666,0,7
62667,0,3
62668,0,5
62669,0,4
62670,0,9
62671,0,2
62672,0,4
62673,0,5
62674,0,0
62675,0,6
62676,0,8
62677,0,4
62678,0,0
62679,0,4
62680,0,4
62681,0,0
62682,0,6
62683,0,1
62684,0,6
62685,0,6
62686,0,3
62687,0,7
62688,0,1
62689,0,0
62690,0,6
62691,0,4
62692,0,1
62693,0,1
62694,0,5
62695,0,6
62696,0,3
62697,0,8
62698,0,3
62699,0,3
62700,0,1
62701,0,7
62702,0,4
62703,0,9
62704,0,8
62705,0,8
62706,0,4
62707,0,5
62708,0,5
62709,0,6
62710,0,7
62711,0,3
62712,0,9
62713,0,1
62714,0,0
62715,0,5
62716,0,3
62717,0,7
62718,0,2
62719,0,1
62720,0,1
62721,0,8
62722,0,0
62723,0,2
62724,0,0
62725,0,5
62726,0,9
62727,0,6
62728,0,3
62729,0,8
62730,0,1
62731,0,0
62732,0,4
62733,0,8
62734,0,2
62735,0,4
62736,0,8
62737,0,3
62738,0,4
62739,0,2
62740,0,1
62741,0,9
62742,0,1
62743,0,7
62744,0,9
62745,0,5
62746,0,7
62747,0,6
62748,0,1
62749,0,5
62750,0,8
62751,0,8
62752,0,2
62753,0,6
62754,0,4
62755,0,6
62756,0,3
62757,0,1
62758,0,6
62759,0,4
62760,0,0
62761,0,3
62762,0,9
62763,0,8
62764,0,4
62765,0,0
62766,0,8
62767,0,4
62768,0,3
62769,0,9
62770,0,7
62771,0,1
62772,0,1
62773,0,7
62774,0,5
62775,0,1
62776,0,9
62777,0,2
62778,0,4
62779,0,2
62780,0,3
62781,0,8
62782,0,6
62783,0,7
62784,0,1
62785,0,3
62786,0,0
62787,0,7
62788,0,3
62789,0,5
62790,0,8
62791,0,1
62792,0,4
62793,0,2
62794,0,3
62795,0,4
62796,0,8
62797,0,8
62798,0,8
62799,0,4
62800,0,8
62801,0,1
62802,0,8
62803,0,9
62804,0,3
62805,0,0
62806,0,6
62807,0,0
62808,0,2
62809,0,9
62810,0,7
62811,0,3
62812,0,7
62813,0,0
62814,0,1
62815,0,4
62816,0,5
62817,0,9
62818,0,6
62819,0,0
62820,0,5
62821,0,0
62822,0,5
62823,0,8
62824,0,7
62825,0,3
62826,0,6
62827,0,2
62828,0,8
62829,0,0
62830,0,0
62831,0,9
62832,0,3
62833,0,0
62834,0,5
62835,0,8
62836,0,1
62837,0,1
62838,0,2
62839,0,6
62840,0,0
62841,0,0
62842,0,8
62843,0,8
62844,0,2
62845,0,3
62846,0,3
62847,0,9
62848,0,5
62849,0,4
62850,0,3
62851,0,3
62852,0,1
62853,0,8
62854,0,1
62855,0,5
62856,0,2
62857,0,0
62858,0,0
62859,0,7
62860,0,9
62861,0,3
62862,0,2
62863,0,7
62864,0,1
62865,0,7
62866,0,4
62867,0,1
62868,0,6
62869,0,2
62870,0,6
62871,0,6
62872,0,7
62873,0,0
62874,0,4
62875,0,9
62876,0,3
62877,0,2
62878,0,5
62879,0,2
62880,0,8
62881,0,6
62882,0,2
62883,0,6
62884,0,7
62885,0,4
62886,0,2
62887,0,1
62888,0,1
62889,0,0
62890,0,3
62891,0,5
62892,0,5
62893,0,2
62894,0,6
62895,0,4
62896,0,1
62897,0,8
62898,0,0
62899,0,4
62900,0,4
62901,0,3
62902,0,4
62903,0,2
62904,0,9
62905,0,2
62906,0,3
62907,0,9
62908,0,6
62909,0,2
62910,0,6
62911,0,6
62912,0,4
62913,0,5
62914,0,4
62915,0,9
62916,0,8
62917,0,1
62918,0,6
62919,0,3
62920,0,6
62921,0,4
62922,0,9
62923,0,4
62924,0,3
62925,0,5
62926,0,1
62927,0,2
62928,0,6
62929,0,0
62930,0,1
62931,0,1
62932,0,0
62933,0,2
62934,0,6
62935,0,9
62936,0,9
62937,0,0
62938,0,1
62939,0,2
62940,0,4
62941,0,6
62942,0,7
62943,0,2
62944,0,1
62945,0,1
62946,0,7
62947,0,7
62948,0,8
62949,0,7
62950,0,6
62951,0,5
62952,0,3
62953,0,7
62954,0,2
62955,0,0
62956,0,9
62957,0,2
62958,0,1
62959,0,6
62960,0,2
62961,0,2
62962,0,5
62963,0,8
62964,0,5
62965,0,2
62966,0,9
62967,0,8
62968,0,4
62969,0,0
62970,0,9
62971,0,0
62972,0,8
62973,0,1
62974,0,3
62975,0,8
62976,0,2
62977,0,8
62978,0,2
62979,0,0
62980,0,2
62981,0,3
62982,0,8
62983,0,7
62984,0,8
62985,0,2
62986,0,2
62987,0,6
62988,0,6
62989,0,0
62990,0,4
62991,0,5
62992,0,4
62993,0,4
62994,0,1
62995,0,1
62996,0,9
62997,0,7
62998,0,0
62999,0,6
63000,0,2
63001,0,1
63002,0,4
63003,0,2
63004,0,7
63005,0,7
63006,0,1
63007,0,8
63008,0,3
63009,0,3
63010,0,7
63011,0,9
63012,0,8
63013,0,7
63014,0,2
63015,0,7
63016,0,9
63017,0,7
63018,0,2
63019,0,2
63020,0,2
63021,0,6
63022,0,3
63023,0,3
63024,0,9
63025,0,1
63026,0,1
63027,0,4
63028,0,8
63029,0,0
63030,0,9
63031,0,7
63032,0,5
63033,0,2
63034,0,8
63035,0,8
63036,0,3
63037,0,6
63038,0,3
63039,0,0
63040,0,8
63041,0,2
63042,0,2
63043,0,5
63044,0,9
63045,0,2
63046,0,1
63047,0,8
63048,0,3
63049,0,2
63050,0,8
63051,0,3
63052,0,3
63053,0,1
63054,0,1
63055,0,3
63056,0,0
63057,0,1
63058,0,8
63059,0,4
63060,0,1
63061,0,5
63062,0,8
63063,0,1
63064,0,5
63065,0,8
63066,0,0
63067,0,7
63068,0,8
63069,0,7
63070,0,5
63071,0,9
63072,0,5
63073,0,5
63074,0,3
63075,0,0
63076,0,7
63077,0,8
63078,0,4
63079,0,5
63080,0,1
63081,0,6
63082,0,4
63083,0,2
63084,0,4
63085,0,3
63086,0,7
63087,0,7
63088,0,9
63089,0,7
63090,0,2
63091,0,5
63092,0,8
63093,0,5
63094,0,8
63095,0,5
63096,0,3
63097,0,6
63098,0,9
63099,0,7
63100,0,2
63101,0,0
63102,0,6
63103,0,8
63104,0,4
63105,0,0
63106,0,7
63107,0,3
63108,0,7
63109,0,6
63110,0,8
63111,0,4
63112,0,7
63113,0,0
63114,0,0
63115,0,4
63116,0,0
63117,0,6
63118,0,7
63119,0,8
63120,0,1
63121,0,3
63122,0,8
63123,0,1
63124,0,7
63125,0,3
63126,0,6
63127,0,1
63128,0,1
63129,0,6
63130,0,6
63131,0,9
63132,0,8
63133,0,2
63134,0,8
63135,0,2
63136,0,7
63137,0,7
63138,0,1
63139,0,3
63140,0,0
63141,0,3
63142,0,0
63143,0,7
63144,0,8
63145,0,7
63146,0,6
63147,0,5
63148,0,2
63149,0,6
63150,0,7
63151,0,5
63152,0,5
63153,0,8
63154,0,9
63155,0,7
63156,0,3
63157,0,2
63158,0,4
63159,0,8
63160,0,3
63161,0,9
63162,0,5
63163,0,7
63164,0,6
63165,0,2
63166,0,2
63167,0,7
63168,0,3
63169,0,8
63170,0,5
63171,0,1
63172,0,8
63173,0,9
63174,0,2
63175,0,2
63176,0,1
63177,0,6
63178,0,2
63179,0,7
63180,0,4
63181,0,0
63182,0,4
63183,0,4
63184,0,8
63185,0,9
63186,0,7
63187,0,9
63188,0,2
63189,0,2
63190,0,8
63191,0,2
63192,0,6
63193,0,0
63194,0,6
63195,0,3
63196,0,4
63197,0,1
63198,0,5
63199,0,4
63200,0,7
63201,0,5
63202,0,0
63203,0,7
63204,0,6
63205,0,2
63206,0,0
63207,0,5
63208,0,1
63209,0,1
63210,0,2
63211,0,7
63212,0,3
63213,0,8
63214,0,8
63215,0,7
63216,0,5
63217,0,9
63218,0,9
63219,0,5
63220,0,5
63221,0,4
63222,0,0
63223,0,7
63224,0,1
63225,0,4
63226,0,6
63227,0,0
63228,0,9
63229,0,9
63230,0,3
63231,0,6
63232,0,8
63233,0,0
63234,0,5
63235,0,7
63236,0,8
63237,0,2
63238,0,2
63239,0,7
63240,0,6
63241,0,6
63242,0,4
63243,0,8
63244,0,1
63245,0,0
63246,0,4
63247,0,8
63248,0,0
63249,0,7
63250,0,5
63251,0,8
63252,0,7
63253,0,7
63254,0,5
63255,0,5
63256,0,0
63257,0,7
63258,0,4
63259,0,4
63260,0,2
63261,0,0
63262,0,3
63263,0,4
63264,0,2
63265,0,0
63266,0,4
63267,0,9
63268,0,4
63269,0,5
63270,0,4
63271,0,4
63272,0,1
63273,0,2
63274,0,5
63275,0,9
63276,0,0
63277,0,5
63278,0,0
63279,0,2
63280,0,5
63281,0,0
63282,0,4
63283,0,8
63284,0,0
63285,0,6
63286,0,7
63287,0,2
63288,0,7
63289,0,2
63290,0,3
63291,0,4
63292,0,7
63293,0,1
63294,0,2
63295,0,3
63296,0,4
63297,0,2
63298,0,4
63299,0,3
63300,0,9
63301,0,9
63302,0,2
63303,0,8
63304,0,0
63305,0,4
63306,0,0
63307,0,0
63308,0,1
63309,0,9
63310,0,3
63311,0,9
63312,0,0
63313,0,8
63314,0,2
63315,0,9
63316,0,4
63317,0,7
63318,0,9
63319,0,1
63320,0,5
63321,0,8
63322,0,1
63323,0,0
63324,0,6
63325,0,2
63326,0,4
63327,0,8
63328,0,6
63329,0,3
63330,0,3
63331,0,0
63332,0,0
63333,0,0
63334,0,3
63335,0,3
63336,0,1
63337,0,6
63338,0,8
63339,0,4
63340,0,7
63341,0,3
63342,0,0
63343,0,6
63344,0,5
63345,0,8
63346,0,8
63347,0,8
63348,0,6
63349,0,1
63350,0,0
63351,0,8
63352,0,9
63353,0,8
63354,0,5
63355,0,8
63356,0,7
63357,0,0
63358,0,7
63359,0,2
63360,0,7
63361,0,1
63362,0,5
63363,0,5
63364,0,8
63365,0,3
63366,0,2
63367,0,8
63368,0,5
63369,0,9
63370,0,9
63371,0,4
63372,0,0
63373,0,6
63374,0,7
63375,0,1
63376,0,8
63377,0,8
63378,0,8
63379,0,7
63380,0,2
63381,0,0
63382,0,9
63383,0,7
63384,0,9
63385,0,6
63386,0,9
63387,0,4
63388,0,1
63389,0,4
63390,0,7
63391,0,2
63392,0,5
63393,0,2
63394,0,6
63395,0,2
63396,0,9
63397,0,0
63398,0,7
63399,0,1
63400,0,9
63401,0,7
63402,0,2
63403,0,5
63404,0,3
63405,0,8
63406,0,4
63407,0,9
63408,0,3
63409,0,9
63410,0,5
63411,0,7
63412,0,5
63413,0,1
63414,0,3
63415,0,3
63416,0,6
63417,0,0
63418,0,7
63419,0,5
63420,0,3
63421,0,5
63422,0,5
63423,0,8
63424,0,7
63425,0,7
63426,0,4
63427,0,6
63428,0,5
63429,0,5
63430,0,3
63431,0,4
63432,0,8
63433,0,3
63434,0,0
63435,0,9
63436,0,2
63437,0,6
63438,0,2
63439,0,2
63440,0,9
63441,0,4
63442,0,0
63443,0,7
63444,0,1
63445,0,4
63446,0,8
63447,0,1
63448,0,4
63449,0,7
63450,0,8
63451,0,4
63452,0,6
63453,0,7
63454,0,2
63455,0,0
63456,0,2
63457,0,2
63458,0,3
63459,0,2
63460,0,3
63461,0,0
63462,0,5
63463,0,2
63464,0,3
63465,0,2
63466,0,8
63467,0,8
63468,0,0
63469,0,8
63470,0,4
63471,0,6
63472,0,4
63473,0,8
63474,0,3
63475,0,5
63476,0,1
63477,0,6
63478,0,9
63479,0,1
63480,0,4
63481,0,9
63482,0,6
63483,0,7
63484,0,4
63485,0,0
63486,0,0
63487,0,2
63488,0,5
63489,0,0
63490,0,3
63491,0,5
63492,0,2
63493,0,5
63494,0,1
63495,0,7
63496,0,9
63497,0,4
63498,0,6
63499,0,7
63500,0,3
63501,0,0
63502,0,2
63503,0,8
63504,0,1
63505,0,0
63506,0,9
63507,0,9
63508,0,7
63509,0,8
63510,0,4
63511,0,6
63512,0,9
63513,0,7
63514,0,7
63515,0,5
63516,0,8
63517,0,8
63518,0,7
63519,0,5
63520,0,3
63521,0,5
63522,0,5
63523,0,0
63524,0,8
63525,0,9
63526,0,7
63527,0,2
63528,0,1
63529,0,4
63530,0,7
63531,0,1
63532,0,3
63533,0,4
63534,0,3
63535,0,4
63536,0,2
63537,0,9
63538,0,4
63539,0,7
63540,0,7
63541,0,6
63542,0,5
63543,0,0
63544,0,8
63545,0,8
63546,0,6
63547,0,8
63548,0,5
63549,0,6
63550,0,0
63551,0,7
63552,0,3
63553,0,0
63554,0,0
63555,0,4
63556,0,5
63557,0,2
63558,0,0
63559,0,7
63560,0,7
63561,0,7
63562,0,1
63563,0,5
63564,0,2
63565,0,1
63566,0,8
63567,0,5
63568,0,2
63569,0,6
63570,0,8
63571,0,7
63572,0,7
63573,0,2
63574,0,7
63575,0,1
63576,0,0
63577,0,9
63578,0,5
63579,0,3
63580,0,9
63581,0,3
63582,0,5
63583,0,0
63584,0,7
63585,0,4
63586,0,6
63587,0,0
63588,0,1
63589,0,2
63590,0,5
63591,0,9
63592,0,3
63593,0,2
63594,0,8
63595,0,5
63596,0,7
63597,0,3
63598,0,1
63599,0,2
63600,0,0
63601,0,8
63602,0,1
63603,0,8
63604,0,5
63605,0,6
63606,0,9
63607,0,3
63608,0,3
63609,0,8
63610,0,6
63611,0,4
63612,0,2
63613,0,0
63614,0,6
63615,0,4
63616,0,2
63617,0,3
63618,0,4
63619,0,5
63620,0,9
63621,0,1
63622,0,1
63623,0,9
63624,0,4
63625,0,7
63626,0,0
63627,0,3
63628,0,1
63629,0,0
63630,0,0
63631,0,7
63632,0,7
63633,0,0
63634,0,7
63635,0,8
63636,0,0
63637,0,5
63638,0,6
63639,0,4
63640,0,3
63641,0,8
63642,0,9
63643,0,7
63644,0,4
63645,0,9
63646,0,5
63647,0,3
63648,0,7
63649,0,2
63650,0,4
63651,0,1
63652,0,9
63653,0,7
63654,0,8
63655,0,1
63656,0,3
63657,0,9
63658,0,3
63659,0,4
63660,0,7
63661,0,8
63662,0,6
63663,0,5
63664,0,6
63665,0,7
63666,0,9
63667,0,9
63668,0,7
63669,0,0
63670,0,4
63671,0,2
63672,0,3
63673,0,4
63674,0,0
63675,0,7
63676,0,5
63677,0,3
63678,0,9
63679,0,2
63680,0,8
63681,0,8
63682,0,6
63683,0,0
63684,0,4
63685,0,1
63686,0,9
63687,0,3
63688,0,3
63689,0,5
63690,0,1
63691,0,5
63692,0,5
63693,0,9
63694,0,2
63695,0,8
63696,0,5
63697,0,5
63698,0,9
63699,0,5
63700,0,4
63701,0,6
63702,0,7
63703,0,3
63704,0,5
63705,0,4
63706,0,2
63707,0,3
63708,0,9
63709,0,4
63710,0,8
63711,0,1
63712,0,9
63713,0,2
63714,0,6
63715,0,2
63716,0,4
63717,0,8
63718,0,8
63719,0,7
63720,0,7
63721,0,3
63722,0,9
63723,0,3
63724,0,9
63725,0,6
63726,0,8
63727,0,2
63728,0,6
63729,0,9
63730,0,0
63731,0,3
63732,0,2
63733,0,5
63734,0,7
63735,0,0
63736,0,4
63737,0,6
63738,0,4
63739,0,1
63740,0,3
63741,0,1
63742,0,8
63743,0,7
63744,0,8
63745,0,8
63746,0,7
63747,0,7
63748,0,0
63749,0,5
63750,0,7
63751,0,3
63752,0,6
63753,0,0
63754,0,4
63755,0,0
63756,0,3
63757,0,6
63758,0,8
63759,0,8
63760,0,8
63761,0,0
63762,0,2
63763,0,3
63764,0,2
63765,0,8
63766,0,8
63767,0,1
63768,0,4
63769,0,1
63770,0,1
63771,0,6
63772,0,3
63773,0,2
63774,0,2
63775,0,8
63776,0,0
63777,0,0
63778,0,4
63779,0,1
63780,0,3
63781,0,2
63782,0,7
63783,0,0
63784,0,6
63785,0,7
63786,0,9
63787,0,9
63788,0,2
63789,0,7
63790,0,0
63791,0,9
63792,0,9
63793,0,8
63794,0,4
63795,0,8
63796,0,3
63797,0,4
63798,0,0
63799,0,9
63800,0,6
63801,0,2
63802,0,4
63803,0,3
63804,0,8
63805,0,3
63806,0,6
63807,0,6
63808,0,9
63809,0,6
63810,0,2
63811,0,7
63812,0,3
63813,0,7
63814,0,8
63815,0,8
63816,0,2
63817,0,4
63818,0,8
63819,0,8
63820,0,0
63821,0,1
63822,0,5
63823,0,8
63824,0,9
63825,0,8
63826,0,7
63827,0,1
63828,0,0
63829,0,3
63830,0,3
63831,0,3
63832,0,0
63833,0,9
63834,0,3
63835,0,9
63836,0,9
63837,0,1
63838,0,5
63839,0,9
63840,0,4
63841,0,1
63842,0,7
63843,0,0
63844,0,1
63845,0,0
63846,0,5
63847,0,3
63848,0,8
63849,0,8
63850,0,4
63851,0,1
63852,0,7
63853,0,0
63854,0,5
63855,0,0
63856,0,4
63857,0,1
63858,0,7
63859,0,1
63860,0,7
63861,0,9
63862,0,6
63863,0,3
63864,0,9
63865,0,2
63866,0,2
63867,0,5
63868,0,3
63869,0,5
63870,0,8
63871,0,8
63872,0,4
63873,0,4
63874,0,7
63875,0,7
63876,0,4
63877,0,6
63878,0,0
63879,0,5
63880,0,5
63881,0,3
63882,0,6
63883,0,2
63884,0,5
63885,0,6
63886,0,8
63887,0,5
63888,0,6
63889,0,9
63890,0,1
63891,0,3
63892,0,1
63893,0,4
63894,0,5
63895,0,9
63896,0,0
63897,0,9
63898,0,0
63899,0,3
63900,0,5
63901,0,6
63902,0,1
63903,0,5
63904,0,8
63905,0,5
63906,0,6
63907,0,6
63908,0,9
63909,0,1
63910,0,9
63911,0,1
63912,0,7
63913,0,1
63914,0,8
63915,0,0
63916,0,3
63917,0,4
63918,0,0
63919,0,6
63920,0,8
63921,0,3
63922,0,3
63923,0,8
63924,0,8
63925,0,0
63926,0,3
63927,0,6
63928,0,8
63929,0,1
63930,0,1
63931,0,3
63932,0,3
63933,0,2
63934,0,2
63935,0,1
63936,0,8
63937,0,3
63938,0,4
63939,0,2
63940,0,2
63941,0,3
63942,0,2
63943,0,3
63944,0,9
63945,0,2
63946,0,3
63947,0,0
63948,0,4
63949,0,5
63950,0,7
63951,0,1
63952,0,6
63953,0,1
63954,0,2
63955,0,0
63956,0,3
63957,0,8
63958,0,5
63959,0,1
63960,0,6
63961,0,5
63962,0,4
63963,0,8
63964,0,1
63965,0,7
63966,0,1
63967,0,6
63968,0,4
63969,0,9
63970,0,4
63971,0,2
63972,0,1
63973,0,5
63974,0,3
63975,0,1
63976,0,5
63977,0,8
63978,0,7
63979,0,7
63980,0,7
63981,0,2
63982,0,7
63983,0,5
63984,0,4
63985,0,4
63986,0,2
63987,0,0
63988,0,4
63989,0,8
63990,0,9
63991,0,9
63992,0,5
63993,0,8
63994,0,0
63995,0,4
63996,0,4
63997,0,1
